Date,Open,High,Low,Close,Volume,Adj_Close
2016-03-08,83.50,83.50,83.50,83.50,000,83.50
2016-03-07,83.50,83.50,83.50,83.50,000,83.50
2016-03-04,83.50,83.50,83.50,83.50,000,83.50
2016-03-03,83.50,83.50,83.50,83.50,000,83.50
2016-03-02,83.50,83.50,83.50,83.50,000,83.50
2016-03-01,83.50,83.50,83.50,83.50,000,83.50
2016-02-29,83.50,83.50,83.50,83.50,000,83.50
2016-02-26,83.50,83.50,83.50,83.50,000,83.50
2016-02-25,83.50,83.50,83.50,83.50,000,83.50
2016-02-24,83.50,83.50,83.50,83.50,000,83.50
2016-02-23,83.50,83.50,83.50,83.50,000,83.50
2016-02-22,83.50,83.50,83.50,83.50,000,83.50
2016-02-19,83.50,83.50,83.50,83.50,000,83.50
2016-02-18,83.50,83.50,83.50,83.50,000,83.50
2016-02-17,83.50,83.50,83.50,83.50,000,83.50
2016-02-16,83.50,83.50,83.50,83.50,000,83.50
2016-02-15,83.50,83.50,83.50,83.50,000,83.50
2016-02-12,83.50,83.50,83.50,83.50,000,83.50
2016-02-11,83.50,83.50,83.50,83.50,000,83.50
2016-02-10,83.50,83.50,83.50,83.50,000,83.50
2016-02-09,83.50,83.50,83.50,83.50,000,83.50
2016-02-08,83.50,83.50,83.50,83.50,000,83.50
2016-02-05,83.50,83.50,83.50,83.50,000,83.50
2016-02-04,83.50,83.50,83.50,83.50,000,83.50
2016-02-03,83.50,83.50,83.50,83.50,000,83.50
2016-02-02,83.50,83.50,83.50,83.50,000,83.50
2016-02-01,83.50,83.50,83.50,83.50,000,83.50
2016-01-29,83.50,83.50,83.50,83.50,000,83.50
2016-01-28,83.50,83.50,83.50,83.50,000,83.50
2016-01-27,83.50,83.50,83.50,83.50,000,83.50
2016-01-26,83.50,83.50,83.50,83.50,000,83.50
2016-01-25,83.50,83.50,83.50,83.50,000,83.50
2016-01-22,83.50,83.50,83.50,83.50,000,83.50
2016-01-21,83.50,83.50,83.50,83.50,000,83.50
2016-01-20,83.50,83.50,83.50,83.50,000,83.50
2016-01-19,83.50,83.50,83.50,83.50,000,83.50
2016-01-18,83.50,83.50,83.50,83.50,000,83.50
2016-01-15,83.50,83.50,83.50,83.50,000,83.50
2016-01-14,83.50,83.50,83.50,83.50,000,83.50
2016-01-13,83.50,83.50,83.50,83.50,000,83.50
2016-01-12,83.50,83.50,83.50,83.50,000,83.50
2016-01-11,83.50,83.50,83.50,83.50,000,83.50
2016-01-08,83.50,83.50,83.50,83.50,000,83.50
2016-01-07,83.50,83.50,83.50,83.50,000,83.50
2016-01-06,83.50,83.50,83.50,83.50,000,83.50
2016-01-05,83.50,83.50,83.50,83.50,000,83.50
2016-01-04,83.50,83.50,83.50,83.50,000,83.50
2016-01-01,83.50,83.50,83.50,83.50,000,83.50
2015-12-31,83.50,83.50,83.50,83.50,000,83.50
2015-12-30,83.50,83.50,83.50,83.50,000,83.50
2015-12-29,83.50,83.50,83.50,83.50,000,83.50
2015-12-28,83.50,83.50,83.50,83.50,000,83.50
2015-12-25,83.50,83.50,83.50,83.50,000,83.50
2015-12-24,83.50,83.50,83.50,83.50,000,83.50
2015-12-23,83.50,83.50,83.50,83.50,000,83.50
2015-12-22,83.50,83.50,83.50,83.50,000,83.50
2015-12-21,83.50,83.50,83.50,83.50,000,83.50
2015-12-18,83.50,83.50,83.50,83.50,000,83.50
2015-12-17,83.50,83.50,83.50,83.50,000,83.50
2015-12-16,83.50,83.50,83.50,83.50,000,83.50
2015-12-15,83.50,83.50,83.50,83.50,000,83.50
2015-12-14,83.50,83.50,83.50,83.50,000,83.50
2015-12-11,83.50,83.50,83.50,83.50,000,83.50
2015-12-10,83.50,83.50,83.50,83.50,000,83.50
2015-12-09,83.50,83.50,83.50,83.50,000,83.50
2015-12-08,83.50,83.50,83.50,83.50,000,83.50
2015-12-07,83.50,83.50,83.50,83.50,000,83.50
2015-12-04,83.50,83.50,83.50,83.50,000,83.50
2015-12-03,83.50,83.50,83.50,83.50,000,83.50
2015-12-02,83.50,83.50,83.50,83.50,000,83.50
2015-12-01,83.50,83.50,83.50,83.50,000,83.50
2015-11-30,83.50,83.50,83.50,83.50,000,83.50
2015-11-27,83.50,83.50,83.50,83.50,000,83.50
2015-11-26,83.50,83.50,83.50,83.50,000,83.50
2015-11-25,83.50,83.50,83.50,83.50,000,83.50
2015-11-24,83.50,83.50,83.50,83.50,000,83.50
2015-11-23,83.50,83.50,83.50,83.50,000,83.50
2015-11-20,83.50,83.50,83.50,83.50,000,83.50
2015-11-19,83.50,83.50,83.50,83.50,000,83.50
2015-11-18,83.50,83.50,83.50,83.50,000,83.50
2015-11-17,83.50,83.50,83.50,83.50,000,83.50
2015-11-16,83.50,83.50,83.50,83.50,000,83.50
2015-11-13,83.50,83.50,83.50,83.50,000,83.50
2015-11-12,83.50,83.50,83.50,83.50,000,83.50
2015-11-11,83.50,83.50,83.50,83.50,000,83.50
2015-11-10,83.50,83.50,83.50,83.50,000,83.50
2015-11-09,83.50,83.50,83.50,83.50,000,83.50
2015-11-06,83.50,83.50,83.50,83.50,000,83.50
2015-11-05,83.50,83.50,83.50,83.50,000,83.50
2015-11-04,83.50,83.50,83.50,83.50,000,83.50
2015-11-03,83.50,83.50,83.50,83.50,000,83.50
2015-11-02,83.50,83.50,83.50,83.50,000,83.50
2015-10-30,83.50,83.50,83.50,83.50,000,83.50
2015-10-29,83.50,83.50,83.50,83.50,000,83.50
2015-10-28,83.50,83.50,83.50,83.50,000,83.50
2015-10-27,83.50,83.50,83.50,83.50,000,83.50
2015-10-26,83.50,83.50,83.50,83.50,000,83.50
2015-10-23,83.50,83.50,83.50,83.50,000,83.50
2015-10-22,83.50,83.50,83.50,83.50,000,83.50
2015-10-21,83.50,83.50,83.50,83.50,000,83.50
2015-10-20,83.50,83.50,83.50,83.50,000,83.50
2015-10-19,83.50,83.50,83.50,83.50,000,83.50
2015-10-16,83.50,83.50,83.50,83.50,000,83.50
2015-10-15,83.50,83.50,83.50,83.50,000,83.50
2015-10-14,83.50,83.50,83.50,83.50,000,83.50
2015-10-13,83.50,83.50,83.50,83.50,000,83.50
2015-10-12,83.50,83.50,83.50,83.50,000,83.50
2015-10-09,83.50,83.50,83.50,83.50,000,83.50
2015-10-08,83.50,83.50,83.50,83.50,000,83.50
2015-10-07,83.50,83.50,83.50,83.50,000,83.50
2015-10-06,83.50,83.50,83.50,83.50,000,83.50
2015-10-05,83.50,83.50,83.50,83.50,000,83.50
2015-10-02,83.50,83.50,83.50,83.50,000,83.50
2015-10-01,83.50,83.50,83.50,83.50,000,83.50
2015-09-30,83.50,83.50,83.50,83.50,000,83.50
2015-09-29,83.50,83.50,83.50,83.50,000,83.50
2015-09-28,83.50,83.50,83.50,83.50,000,83.50
2015-09-25,83.50,83.50,83.50,83.50,000,83.50
2015-09-24,53.85,53.85,53.85,53.85,000,53.51
2015-09-23,53.85,53.85,53.85,53.85,000,53.51
2015-09-22,53.85,53.85,53.85,53.85,000,53.51
2015-09-21,53.85,53.85,53.85,53.85,000,53.51
2015-09-18,53.85,53.85,53.85,53.85,000,53.51
2015-09-17,53.85,53.85,53.85,53.85,000,53.51
2015-09-16,53.85,53.85,53.85,53.85,000,53.51
2015-09-15,53.85,53.85,53.85,53.85,000,53.51
2015-09-14,53.85,53.85,53.85,53.85,000,53.51
2015-09-11,53.85,53.85,53.85,53.85,000,53.51
2015-09-10,53.85,53.85,53.85,53.85,000,53.51
2015-09-09,53.85,53.85,53.85,53.85,000,53.51
2015-09-08,53.85,53.85,53.85,53.85,000,53.51
2015-09-07,53.85,53.85,53.85,53.85,000,53.51
2015-09-04,53.85,53.85,53.85,53.85,000,53.51
2015-09-03,53.85,53.85,53.85,53.85,000,53.51
2015-09-02,53.85,53.85,53.85,53.85,000,53.51
2015-09-01,53.85,53.85,53.85,53.85,000,53.51
2015-08-31,53.85,53.85,53.85,53.85,000,53.51
2015-08-28,53.85,53.85,53.85,53.85,000,53.51
2015-08-27,53.85,53.85,53.85,53.85,000,53.51
2015-08-26,53.85,53.85,53.85,53.85,000,53.51
2015-08-25,53.85,53.85,53.85,53.85,000,53.51
2015-08-24,53.85,53.85,53.85,53.85,000,53.51
2015-08-21,53.85,53.85,53.85,53.85,000,53.51
2015-08-20,53.85,53.85,53.85,53.85,000,53.51
2015-08-19,53.85,53.85,53.85,53.85,000,53.51
2015-08-18,53.85,53.85,53.85,53.85,000,53.51
2015-08-17,53.85,53.85,53.85,53.85,000,53.51
2015-08-14,53.85,53.85,53.85,53.85,000,53.51
2015-08-13,53.85,53.85,53.85,53.85,000,53.51
2015-08-12,53.85,53.85,53.85,53.85,000,53.51
2015-08-11,53.85,53.85,53.85,53.85,000,53.51
2015-08-10,53.85,53.85,53.85,53.85,000,53.51
2015-08-07,53.85,53.85,53.85,53.85,000,53.51
2015-08-06,53.85,53.85,53.85,53.85,000,53.51
2015-08-05,53.85,53.85,53.85,53.85,000,53.51
2015-08-04,53.85,53.85,53.85,53.85,000,53.51
2015-08-03,53.85,53.85,53.85,53.85,000,53.51
2015-07-31,53.85,53.85,53.85,53.85,000,53.51
2015-07-30,53.85,53.85,53.85,53.85,000,53.51
2015-07-29,53.85,53.85,53.85,53.85,000,53.51
2015-07-28,53.85,53.85,53.85,53.85,000,53.51
2015-07-27,53.85,53.85,53.85,53.85,000,53.51
2015-07-24,53.85,53.85,53.85,53.85,000,53.51
2015-07-23,53.85,53.85,53.85,53.85,000,53.51
