Date,Open,High,Low,Close,Volume,Adj_Close
2015-12-01,0.002,0.002,0.002,0.002,000,0.002
2015-11-30,0.002,0.002,0.002,0.002,000,0.002
2015-11-27,0.002,0.002,0.002,0.002,000,0.002
2015-11-26,0.002,0.002,0.002,0.002,000,0.002
2015-11-25,0.002,0.002,0.002,0.002,000,0.002
2015-11-24,0.002,0.002,0.002,0.002,000,0.002
2015-11-23,0.002,0.002,0.002,0.002,000,0.002
2015-11-20,0.002,0.002,0.002,0.002,000,0.002
2015-11-19,0.002,0.002,0.002,0.002,000,0.002
2015-11-18,0.002,0.002,0.002,0.002,000,0.002
2015-11-17,0.002,0.002,0.002,0.002,000,0.002
2015-11-16,0.002,0.002,0.002,0.002,000,0.002
2015-11-13,0.002,0.002,0.002,0.002,000,0.002
2015-11-12,0.002,0.002,0.002,0.002,000,0.002
2015-11-11,0.002,0.002,0.002,0.002,000,0.002
2015-11-10,0.002,0.002,0.002,0.002,000,0.002
2015-11-09,0.002,0.002,0.002,0.002,000,0.002
2015-11-06,0.002,0.002,0.002,0.002,000,0.002
2015-11-05,0.002,0.002,0.002,0.002,000,0.002
2015-11-04,0.002,0.002,0.002,0.002,000,0.002
2015-11-03,0.002,0.002,0.002,0.002,000,0.002
2015-11-02,0.002,0.002,0.002,0.002,000,0.002
2015-10-30,0.002,0.002,0.002,0.002,000,0.002
2015-10-29,0.002,0.002,0.002,0.002,000,0.002
2015-10-28,0.002,0.002,0.002,0.002,000,0.002
2015-10-27,0.002,0.002,0.002,0.002,000,0.002
2015-10-26,0.002,0.002,0.002,0.002,000,0.002
2015-10-23,0.002,0.002,0.002,0.002,000,0.002
2015-10-22,0.002,0.002,0.002,0.002,000,0.002
2015-10-21,0.002,0.002,0.002,0.002,000,0.002
2015-10-20,0.002,0.002,0.002,0.002,000,0.002
2015-10-19,0.002,0.002,0.002,0.002,000,0.002
2015-10-16,0.002,0.002,0.002,0.002,000,0.002
2015-10-15,0.002,0.002,0.002,0.002,000,0.002
2015-10-14,0.002,0.002,0.002,0.002,000,0.002
2015-10-13,0.002,0.002,0.002,0.002,000,0.002
2015-10-12,0.002,0.002,0.002,0.002,000,0.002
2015-10-09,0.002,0.002,0.002,0.002,000,0.002
2015-10-08,0.002,0.002,0.002,0.002,000,0.002
2015-10-07,0.002,0.002,0.002,0.002,000,0.002
2015-10-06,0.002,0.002,0.002,0.002,000,0.002
2015-10-05,0.002,0.002,0.002,0.002,000,0.002
2015-10-02,0.002,0.002,0.002,0.002,000,0.002
2015-10-01,0.002,0.002,0.002,0.002,000,0.002
2015-09-30,0.002,0.002,0.002,0.002,000,0.002
2015-09-29,0.002,0.002,0.002,0.002,000,0.002
2015-09-28,0.002,0.002,0.002,0.002,000,0.002
2015-09-25,0.002,0.002,0.002,0.002,000,0.002
2015-09-24,0.002,0.002,0.002,0.002,000,0.002
2015-09-23,0.002,0.002,0.002,0.002,000,0.002
2015-09-22,0.002,0.002,0.002,0.002,000,0.002
2015-09-21,0.002,0.002,0.002,0.002,000,0.002
2015-09-18,0.002,0.002,0.002,0.002,000,0.002
2015-09-17,0.002,0.002,0.002,0.002,000,0.002
2015-09-16,0.002,0.002,0.002,0.002,000,0.002
2015-09-15,0.002,0.002,0.002,0.002,000,0.002
2015-09-14,0.002,0.002,0.002,0.002,000,0.002
2015-09-11,0.002,0.002,0.002,0.002,000,0.002
2015-09-10,0.002,0.002,0.002,0.002,000,0.002
2015-09-09,0.002,0.002,0.002,0.002,000,0.002
2015-09-08,0.002,0.002,0.002,0.002,000,0.002
2015-09-07,0.002,0.002,0.002,0.002,000,0.002
2015-09-04,0.002,0.002,0.002,0.002,000,0.002
2015-09-03,0.002,0.002,0.002,0.002,000,0.002
2015-09-02,0.002,0.002,0.002,0.002,000,0.002
2015-09-01,0.002,0.002,0.002,0.002,000,0.002
2015-08-31,0.002,0.002,0.002,0.002,000,0.002
2015-08-28,0.002,0.002,0.002,0.002,000,0.002
